Total payé réel;Code pays de livraison
41.020000;FR
44.720000;BE
44.720000;BE
60.480000;FR
60.480000;FR
60.480000;FR
38.580000;FR
38.580000;FR
109.140000;ES
109.140000;ES
109.140000;ES
74.920000;FR
80.080000;FR
80.080000;FR
32.280000;BE
32.280000;BE
56.600000;BE
391.090000;FR
32.580000;FR
42.920000;FR
42.920000;FR
24.420000;FR
186.700000;FR
186.700000;FR
186.700000;FR
126.360000;FR
126.360000;FR
126.360000;FR
126.360000;FR
47.420000;FR
47.420000;FR
63.420000;FR
63.420000;FR
24.420000;FR
92.800000;ES
92.800000;ES
92.800000;ES
92.800000;ES
54.800000;ES
54.800000;ES
80.640000;FR
80.640000;FR
219.290000;FR
219.290000;FR
219.290000;FR
219.290000;FR
34.920000;FR
34.920000;FR
24.820000;BE
142.920000;FR
142.920000;FR
142.920000;FR
80.920000;FR
80.920000;FR
80.920000;FR
46.580000;ES
46.580000;ES
24.820000;BE
30.720000;FR
30.720000;FR
127.240000;FR
127.240000;FR
127.240000;FR
100.430000;ES
100.430000;ES
24.820000;FR
100.500000;US
100.500000;US
100.500000;US
100.500000;US
100.500000;US
100.500000;US
57.420000;FR
34.060000;FR
161.050000;FR
161.050000;FR
161.050000;FR
161.050000;FR
161.050000;FR
161.050000;FR
161.050000;FR
161.050000;FR
90.560000;FR
90.560000;FR
116.420000;FR
116.420000;FR
116.420000;FR
116.420000;FR
116.420000;FR
116.420000;FR
44.720000;FR
43.920000;FR
43.920000;FR
138.440000;FR
138.440000;FR
138.440000;FR
138.440000;FR
138.440000;FR
53.620000;BE
53.620000;BE
178.290000;FR
178.290000;FR
19.720000;BE
19.720000;BE
48.380000;FR
24.820000;BE
24.820000;FR
24.820000;BE
30.720000;FR
30.720000;FR
24.420000;FR
44.720000;FR
24.420000;FR
24.820000;BE
33.720000;BE
33.720000;BE
180.420000;FR
24.420000;FR
139.920000;BE
24.820000;FR
92.420000;FR
91.640000;FR
91.640000;FR
173.670000;FR
114.760000;NL
216.240000;FR
216.240000;FR
216.240000;FR
216.240000;FR
216.240000;FR
48.390000;FR
80.920000;FR
80.920000;FR
80.920000;FR
208.640000;FR
208.640000;FR
208.640000;FR
618.660000;IT
618.660000;IT
618.660000;IT
64.590000;FR
124.920000;FR
24.820000;BE
265.620000;IT
265.620000;IT
31.740000;FR
42.920000;FR
64.920000;FR
43.920000;FR
43.920000;FR
76.620000;IT
76.620000;IT
76.620000;IT
33.720000;BE
33.720000;BE
41.240000;BE
30.720000;FR
30.720000;FR
24.820000;BE
39.620000;FR
39.620000;FR
39.620000;FR
91.080000;FR
91.080000;FR
91.080000;FR
91.080000;FR
24.820000;FR
32.280000;BE
32.280000;BE
24.820000;BE
37.880000;BE
37.880000;BE
37.880000;BE
24.820000;BE
31.620000;BE
43.920000;FR
43.920000;FR
18.220000;FR
24.820000;FR
52.920000;FR
52.920000;FR
52.920000;FR
36.140000;BE
36.140000;BE
36.140000;BE
80.920000;FR
80.920000;FR
24.820000;BE
24.820000;FR
23.440000;FR
44.720000;BE
24.820000;FR
19.720000;FR
19.720000;FR
24.420000;FR
24.820000;FR
18.980000;BE
18.980000;BE
24.820000;FR
100.720000;FR
100.720000;FR
24.820000;BE
230.040000;BE
230.040000;BE
230.040000;BE
230.040000;BE
230.040000;BE
230.040000;BE
361.380000;FR
44.580000;FR
44.580000;FR
57.420000;FR
57.420000;FR
24.420000;FR
813.180000;FR
813.180000;FR
114.300000;DE
62.420000;FR
62.420000;FR
62.420000;FR
532.330000;GP
532.330000;GP
187.790000;FR
187.790000;FR
187.790000;FR
57.980000;FR
57.980000;FR
1436.500000;FR
1436.500000;FR
